emp_no,first_name,last_name,birth_date,from_date,to_date,title
491478,Gill,Varman,1965-01-16,1988-06-18,9999-01-01,Staff
491596,Charmane,Pargas,1965-01-21,1992-08-03,9999-01-01,Engineer
491632,Gadiel,Perly,1965-01-01,1986-10-20,9999-01-01,Senior Staff
492639,Sanjoy,Porenta,1965-01-30,1997-07-10,9999-01-01,Engineer
492677,Goetz,McAffer,1965-01-26,1988-02-05,9999-01-01,Senior Engineer
493031,Hironoby,Jakobus,1965-01-23,1991-07-30,9999-01-01,Senior Staff
493744,Leni,Kropatsch,1965-01-14,1997-07-17,9999-01-01,Senior Engineer
496100,Pranjal,Reinhard,1965-01-07,1995-05-08,9999-01-01,Staff
496970,Giordano,Maquelin,1965-01-03,1999-12-31,9999-01-01,Senior Engineer
498456,Geraldo,Gerteisen,1965-01-17,1987-06-05,9999-01-01,Staff
498635,Florian,Pezzoli,1965-01-09,1988-07-22,9999-01-01,Staff
498955,Nechama,Kandlur,1965-01-13,1995-01-16,9999-01-01,Senior Engineer
499260,Danae,Honglei,1965-01-11,1998-09-14,9999-01-01,Engineer
499495,Baoqiu,Kakkar,1965-01-14,1999-08-30,9999-01-01,Engineer
