emp_no,first_name,last_name,birth_date,from_date,to_date,title
249604,Boguslaw,Soicher,1964-11-17,1986-02-19,9999-01-01,Senior Engineer
249605,Adin,Ranst,1963-02-16,1988-06-20,9999-01-01,Technique Leader
249612,Bedir,Ramsay,1964-08-13,1987-10-07,9999-01-01,Senior Staff
249707,Arnd,Sambasivam,1964-01-05,1992-04-13,9999-01-01,Staff
249713,Syozo,Slobodova,1963-08-31,1988-08-04,9999-01-01,Staff
249740,Saeko,Murtafg,1964-05-11,1996-09-27,9999-01-01,Senior Engineer
249760,Hatem,Couchot,1962-03-08,1986-10-26,9999-01-01,Senior Engineer
249768,Rosella,Litzkow,1963-11-25,1985-11-18,9999-01-01,Senior Staff
249773,Anyuan,Xiaoshan,1962-12-06,1985-11-26,9999-01-01,Engineer
249780,Nechama,Gaughan,1965-01-12,1993-07-09,9999-01-01,Engineer
249786,Make,Grandbois,1962-10-27,1995-01-28,9999-01-01,Senior Staff
249795,Hyuckchul,Remmers,1964-09-20,1999-09-28,9999-01-01,Staff
249818,Arie,Lamba,1963-04-20,1987-12-12,9999-01-01,Assistant Engineer
249833,Sanjit,Solares,1963-01-29,1988-12-19,9999-01-01,Staff
249835,Shen,Qiwen,1964-03-20,1986-03-09,9999-01-01,Senior Staff
249850,Duro,Axelband,1963-04-29,1986-02-25,9999-01-01,Engineer
249851,Giao,Taneja,1964-07-25,1987-10-15,9999-01-01,Senior Staff
249855,Rosine,Ladret,1962-09-22,1986-03-22,9999-01-01,Senior Staff
249860,Hausi,Kropp,1963-05-14,1987-04-08,9999-01-01,Engineer
249865,Peer,Basart,1964-10-06,1988-07-08,9999-01-01,Technique Leader
249874,Jahangir,Marquardt,1964-07-28,1985-07-06,9999-01-01,Senior Engineer
249883,Shalesh,Perin,1962-04-06,1995-08-15,9999-01-01,Engineer
249884,Theirry,Peir,1962-11-22,1985-06-03,9999-01-01,Senior Engineer
249885,Arup,Lortz,1962-03-20,1985-04-02,9999-01-01,Staff
249893,Masaki,Stranks,1963-12-19,1986-07-16,9999-01-01,Senior Staff
249894,Boguslaw,Pettey,1963-09-28,1986-03-07,9999-01-01,Senior Engineer
249899,Takushi,Boissier,1964-10-31,1999-02-22,9999-01-01,Staff
249901,Sanjai,Spell,1963-01-23,1985-06-28,9999-01-01,Senior Staff
249909,Dietrich,Itzfeldt,1964-12-16,1989-12-14,9999-01-01,Senior Engineer
249927,Luisa,Menyhert,1964-01-10,1997-07-30,9999-01-01,Engineer
249933,Khoa,Pfau,1962-01-15,1997-07-21,9999-01-01,Staff
249937,Satoru,Chleq,1963-09-11,1986-05-23,9999-01-01,Senior Engineer
249942,Jouko,Zobel,1962-11-15,1985-07-07,9999-01-01,Technique Leader
249948,Kazuhito,Schade,1963-08-12,1988-08-29,9999-01-01,Senior Staff
249957,Toney,Jervis,1964-12-09,1993-02-25,9999-01-01,Engineer
249963,Gen,Heemskerk,1964-01-28,1995-02-24,9999-01-01,Engineer
249973,Youjian,Spinelli,1963-01-06,1994-05-24,9999-01-01,Engineer
249981,Tran,Wallrath,1962-12-26,1990-10-18,9999-01-01,Senior Staff
249992,Roded,Keohane,1962-12-01,1988-12-18,9999-01-01,Senior Engineer
250011,Ghassan,Hmelo,1964-06-10,1995-07-24,9999-01-01,Senior Engineer
250027,Gill,Isaac,1964-11-27,1988-05-01,9999-01-01,Technique Leader
250082,Bojan,Krohn,1964-03-30,1985-12-05,9999-01-01,Senior Engineer
250095,Yannik,Tomescu,1962-01-12,1998-07-07,9999-01-01,Engineer
250096,Dipayan,Leppanen,1963-01-04,1987-09-21,9999-01-01,Staff
250101,Toshimi,Strooper,1963-07-22,1985-03-29,9999-01-01,Engineer
250121,Zhonghui,Perelgut,1964-05-23,1987-10-25,9999-01-01,Technique Leader
250133,Irena,Zastre,1962-06-15,1991-03-13,9999-01-01,Staff
250136,Xumin,Passafiume,1963-11-02,1987-05-31,9999-01-01,Senior Engineer
250142,Rutger,Furudate,1962-03-10,1986-06-21,9999-01-01,Senior Engineer
250145,Zhanqiu,Motley,1964-05-27,1994-06-01,9999-01-01,Technique Leader
250149,Muneo,Taubman,1962-04-22,1995-12-31,9999-01-01,Senior Staff
250150,Shaw,Kolinko,1964-11-06,1987-05-25,9999-01-01,Senior Engineer
250157,Serenella,Schwartzbauer,1963-04-24,1988-02-11,9999-01-01,Senior Engineer
250164,Josyula,Kambil,1963-09-17,1992-04-23,9999-01-01,Staff
250198,Mingdong,Seiwald,1963-01-24,1986-06-26,9999-01-01,Senior Staff
250201,Reuven,Yoshizawa,1962-05-13,1990-03-02,9999-01-01,Engineer
250236,Takahira,Marrakchi,1963-08-02,1988-06-15,9999-01-01,Engineer
250249,Peer,Peltason,1962-04-21,1985-11-15,9999-01-01,Senior Engineer
250279,Shem,Poupard,1963-08-17,1990-07-19,9999-01-01,Senior Staff
250287,Arie,Oskamp,1963-03-14,1986-08-12,9999-01-01,Staff
250292,Mamdouh,Mitchem,1962-04-23,1986-08-06,9999-01-01,Engineer
250308,Maja,Baba,1964-09-20,1991-03-27,9999-01-01,Engineer
250310,Shir,Kalsbeek,1963-09-06,1992-04-26,9999-01-01,Staff
250348,Toong,Azulay,1964-01-11,1996-07-28,9999-01-01,Engineer
250385,Guther,Ghalwash,1962-05-27,1985-02-10,9999-01-01,Staff
250386,Toney,Delgrossi,1964-02-20,1994-07-26,9999-01-01,Senior Engineer
250391,Cheong,Serot,1962-10-10,1992-11-13,9999-01-01,Senior Staff
250400,Prodip,Ghazalie,1964-06-03,1989-09-17,9999-01-01,Senior Staff
250410,Akeno,Lueh,1964-11-10,1994-09-15,9999-01-01,Staff
250440,Khosrow,Stentiford,1962-02-16,1991-08-20,9999-01-01,Senior Engineer
250444,Diederik,Maquelin,1964-10-03,1988-03-23,9999-01-01,Senior Engineer
250448,King,Karnin,1964-02-09,1988-09-20,9999-01-01,Engineer
250450,Akhilish,Ohori,1962-03-08,1987-02-07,9999-01-01,Senior Staff
250469,Toong,Mullainathan,1964-05-09,1988-08-15,9999-01-01,Technique Leader
250483,Hyuckchul,Rusmann,1964-07-02,1999-03-22,9999-01-01,Staff
250485,Kannan,Peac,1964-11-12,1986-06-23,9999-01-01,Senior Staff
250508,Jiong,Braunmuhl,1964-10-26,1995-04-16,9999-01-01,Engineer
250522,Karlis,Furedi,1963-12-29,1988-06-24,9999-01-01,Engineer
250530,Sadun,Uhrig,1963-02-03,1988-06-18,9999-01-01,Staff
250540,Almudena,Markovitch,1963-05-02,1998-10-10,9999-01-01,Engineer
250542,Yagil,Pramanik,1962-02-05,1987-01-09,9999-01-01,Staff
250543,Jiakeng,Kolvik,1964-05-22,1999-10-26,9999-01-01,Engineer
250544,Lillian,Stemann,1963-03-11,1985-05-02,9999-01-01,Senior Engineer
250560,Rosli,Munoz,1963-06-06,1988-06-26,9999-01-01,Senior Staff
250562,Panayotis,Laurillard,1964-10-19,1985-02-14,9999-01-01,Staff
250563,Somnath,Gecsei,1964-08-19,1990-03-18,9999-01-01,Technique Leader
250568,Peternela,Rajcani,1964-01-16,1988-02-07,9999-01-01,Senior Engineer
250573,Navin,Puppe,1964-05-06,1988-01-03,9999-01-01,Senior Staff
250590,Tetsushi,Shigei,1962-12-21,1993-11-03,9999-01-01,Assistant Engineer
250599,Douadi,Vecchio,1962-12-01,1993-09-25,9999-01-01,Senior Staff
250610,Sivanarayana,Solares,1963-06-24,1986-03-13,9999-01-01,Senior Staff
250622,Syozo,Brizzi,1964-08-20,1992-01-08,9999-01-01,Staff
250628,Gennady,Herbst,1963-08-10,1994-12-26,9999-01-01,Staff
250630,Stafford,Rassart,1962-07-31,1993-05-03,9999-01-01,Engineer
250634,Aluzio,Marzano,1963-11-02,2001-11-19,9999-01-01,Senior Staff
250642,Boriana,Lenart,1964-10-03,1988-11-06,9999-01-01,Assistant Engineer
250673,Zeydy,Hoogerwoord,1962-03-30,1989-08-23,9999-01-01,Staff
250674,Serge,Bonifati,1964-11-19,1998-07-13,9999-01-01,Staff
250678,Randi,Bahl,1962-03-10,1992-01-11,9999-01-01,Staff
250701,Boguslaw,Comyn,1964-07-19,1989-02-26,9999-01-01,Assistant Engineer
250703,Yongdong,Brookner,1962-08-05,1987-04-03,9999-01-01,Engineer
250709,Yongqiao,Schurmann,1962-12-06,1990-12-26,9999-01-01,Senior Staff
250710,Manton,Siksek,1963-08-31,1986-05-05,9999-01-01,Staff
250727,Itzchak,Murtagh,1963-06-02,1988-01-15,9999-01-01,Staff
250735,Kirk,Butner,1963-07-23,1987-11-26,9999-01-01,Assistant Engineer
250736,Mariusz,Kilgour,1963-06-10,1994-11-28,9999-01-01,Senior Staff
250740,Gilbert,Cronin,1962-02-09,1985-06-12,9999-01-01,Senior Engineer
250748,Kish,Turnbull,1965-01-27,1987-02-10,9999-01-01,Senior Engineer
250763,Clyde,Siochi,1962-02-26,1986-12-10,9999-01-01,Staff
250787,Nahum,Lunn,1962-02-16,1987-09-29,9999-01-01,Senior Engineer
250810,Shuzo,Sundgren,1963-12-02,2002-03-29,9999-01-01,Engineer
250835,Kankanahalli,McDermid,1963-12-11,1985-10-29,9999-01-01,Engineer
250839,Lidong,Schmiedel,1964-11-22,1985-11-27,9999-01-01,Senior Engineer
250856,Maris,Makinen,1962-01-31,1987-03-25,9999-01-01,Senior Engineer
250866,Yolla,Kermarrec,1962-05-25,1990-12-03,9999-01-01,Engineer
250872,Annemarie,Nilsson,1963-12-26,1986-08-06,9999-01-01,Senior Staff
250879,Bedir,Kohling,1964-01-01,1998-01-08,9999-01-01,Senior Staff
250896,Erzsebet,Whittlesey,1962-05-23,1998-07-29,9999-01-01,Engineer
250913,Limsoon,Sluis,1963-12-02,1996-05-09,9999-01-01,Staff
250936,Goh,Escriba,1964-08-30,1993-11-09,9999-01-01,Engineer
250947,Radhakrishnan,Luff,1964-02-17,1985-05-28,9999-01-01,Senior Staff
250952,Chiradeep,Waleschkowski,1964-05-15,1993-07-09,9999-01-01,Engineer
250990,Vasilii,Akiyama,1963-11-03,1992-04-20,9999-01-01,Staff
251018,Jinya,Suessmith,1964-03-04,1988-03-17,9999-01-01,Engineer
251020,Froduald,Blokdijk,1963-07-28,1985-10-25,9999-01-01,Senior Staff
251024,Shuichi,Isaak,1962-05-05,1995-01-27,9999-01-01,Senior Staff
251039,Miyeon,Suermann,1963-02-11,1997-04-09,9999-01-01,Senior Staff
251040,Itzchak,Limongiello,1962-09-13,1987-10-14,9999-01-01,Staff
251051,Leen,Polajnar,1962-11-29,2001-01-15,9999-01-01,Senior Staff
251052,Toney,Koblitz,1962-11-24,1987-11-09,9999-01-01,Senior Engineer
251056,Khun,Spataro,1963-12-01,1987-05-12,9999-01-01,Senior Staff
251078,Maren,Berstel,1964-04-24,1998-10-27,9999-01-01,Engineer
251093,Lillian,Brendel,1963-10-18,1985-08-20,9999-01-01,Senior Staff
251107,Kerryn,Slobodova,1964-12-20,2001-10-09,9999-01-01,Senior Engineer
251111,Poornachandra,Openshaw,1963-08-21,1993-12-07,9999-01-01,Senior Staff
251116,Hilary,Keohane,1963-08-13,1985-03-23,9999-01-01,Engineer
251125,Masanao,Fadgyas,1963-09-18,1999-06-14,9999-01-01,Senior Staff
251128,Sashi,Kuzuoka,1962-11-12,1987-03-25,9999-01-01,Senior Staff
251133,Zdislav,Weiland,1963-06-30,1986-11-14,9999-01-01,Senior Engineer
251150,Shigehiro,Teitelbaum,1964-09-14,1987-01-16,9999-01-01,Staff
251152,Niranjan,Grandbois,1962-05-18,1992-06-10,9999-01-01,Staff
251158,Younwoo,Castellani,1964-02-09,1991-09-27,9999-01-01,Staff
251166,Hinrich,Hooghiemstra,1965-01-22,1985-10-05,9999-01-01,Staff
251185,Neven,Leppanen,1962-06-06,1999-08-09,9999-01-01,Engineer
251204,Henk,Kalorkoti,1963-02-28,1998-12-17,9999-01-01,Staff
251205,Irena,Katalagarianos,1964-05-17,1988-03-15,9999-01-01,Senior Engineer
251214,Qunsheng,Pehl,1964-08-15,1992-10-14,9999-01-01,Senior Staff
251250,Kazuhide,Syrotiuk,1963-04-08,1989-04-27,9999-01-01,Senior Staff
251264,Hyuckchul,Erbe,1963-12-17,1997-06-06,9999-01-01,Senior Staff
251278,Yakkov,Nooteboom,1963-03-31,1991-02-15,9999-01-01,Senior Staff
251282,Kristin,Stemann,1962-09-07,1986-11-19,9999-01-01,Senior Staff
251301,Pintsang,Impagliazzo,1965-01-30,1989-05-06,9999-01-01,Senior Staff
251303,Keiichiro,DeMori,1962-10-13,1986-07-02,9999-01-01,Engineer
251338,Minghong,Nitsche,1963-03-12,1986-01-16,9999-01-01,Engineer
251341,Divier,Kumaresan,1965-01-11,1992-12-05,9999-01-01,Staff
251379,Masaru,Terekhov,1964-03-12,1987-08-09,9999-01-01,Engineer
251398,Moni,Thiran,1964-02-04,1987-11-27,9999-01-01,Senior Staff
251424,Dannz,Sidje,1962-10-25,1986-11-17,9999-01-01,Senior Staff
251430,Dinah,Piancastelli,1962-06-24,1985-05-18,9999-01-01,Senior Engineer
251433,Frazer,Ellozy,1962-05-23,1994-03-03,9999-01-01,Engineer
251434,Maha,Heping,1963-12-25,1989-12-14,9999-01-01,Engineer
251471,Martijn,Moffat,1962-01-29,1987-04-02,9999-01-01,Senior Staff
251476,Mabhin,Tischendorf,1962-04-17,1987-10-24,9999-01-01,Senior Engineer
251485,Kwangho,Kroon,1962-02-12,1985-04-10,9999-01-01,Engineer
251499,Basem,Chimia,1962-06-21,1995-10-12,9999-01-01,Staff
251503,Shimshon,Stifter,1964-03-01,1985-04-21,9999-01-01,Engineer
251521,Chikako,Usdin,1964-04-11,1991-01-02,9999-01-01,Senior Engineer
251522,Unal,Szilard,1963-09-30,1987-06-21,9999-01-01,Staff
251530,Xuejia,Jording,1964-06-11,1990-01-14,9999-01-01,Staff
251531,Yoshinari,Erev,1963-01-04,1985-12-20,9999-01-01,Senior Staff
251599,Qiwen,Riesenhuber,1962-08-14,1986-05-15,9999-01-01,Senior Staff
251610,Aron,Mukaidono,1963-11-08,1986-12-20,9999-01-01,Senior Engineer
251619,Charlene,Chinin,1964-12-10,1986-06-18,9999-01-01,Senior Staff
251626,Mircea,Thebaut,1963-11-16,1985-03-05,9999-01-01,Staff
251639,Adamantios,Delgrange,1964-09-11,1999-05-18,9999-01-01,Engineer
251657,Toney,Zlotek,1963-12-28,1988-06-29,9999-01-01,Senior Engineer
251666,Rasikan,Mapelli,1963-02-04,1987-01-22,9999-01-01,Engineer
251680,Moty,Sommen,1965-01-05,1990-08-14,9999-01-01,Senior Engineer
251689,Prodip,Snyers,1963-09-03,1988-03-06,9999-01-01,Staff
251704,Idoia,Cochrane,1964-01-25,1995-04-18,9999-01-01,Staff
251741,Almudena,Bahr,1962-02-10,1989-05-28,9999-01-01,Senior Staff
251745,Yolla,Rosch,1964-09-10,2001-12-14,9999-01-01,Senior Staff
251747,Anestis,Fadgyas,1962-02-03,1985-10-20,9999-01-01,Staff
251756,Hugo,Fortenbacher,1964-10-05,1988-08-18,9999-01-01,Engineer
251773,Mokhtar,Morrey,1962-10-16,1985-03-25,9999-01-01,Senior Staff
251782,Somnath,Aamodt,1963-08-05,1988-08-09,9999-01-01,Senior Staff
251790,Dipayan,Winter,1964-01-28,1989-05-29,9999-01-01,Engineer
251793,Mingsen,Talmor,1964-11-04,1996-06-17,9999-01-01,Engineer
251794,Nobuyoshi,Pouyioutas,1964-05-12,1999-06-27,9999-01-01,Staff
251796,Toshimitsu,Luon,1962-08-19,1994-10-15,9999-01-01,Senior Engineer
251824,Gro,Yemenis,1962-12-23,1998-03-11,9999-01-01,Engineer
251836,Along,Krone,1963-10-11,1992-10-01,9999-01-01,Senior Engineer
251850,Xiaocheng,Nastansky,1964-04-21,1997-05-10,9999-01-01,Senior Staff
251854,Khatoun,Vernadat,1964-01-03,1987-08-08,9999-01-01,Engineer
251857,Shigenori,Esposito,1963-04-12,1989-12-04,9999-01-01,Engineer
251868,Khalid,Christianini,1964-01-04,1991-09-16,9999-01-01,Technique Leader
251876,Shao,Tsukune,1963-01-31,1988-11-28,9999-01-01,Engineer
251881,Irene,Sinicrope,1963-08-13,1986-04-26,9999-01-01,Senior Staff
251884,Toshimi,Otillio,1963-01-06,1988-03-25,9999-01-01,Senior Engineer
251918,Xuejun,Majewski,1964-07-09,1999-10-20,9999-01-01,Senior Staff
251920,Martial,Binkley,1963-08-16,1988-11-28,9999-01-01,Senior Staff
251939,Masanao,Beutelspacher,1962-08-26,2001-05-11,9999-01-01,Staff
251945,Fumiyo,Pocchiola,1962-07-12,1985-09-19,9999-01-01,Engineer
251958,Odoardo,Servi,1964-10-10,1990-08-11,9999-01-01,Senior Staff
251960,Kwun,Riexinger,1964-07-18,1993-05-09,9999-01-01,Staff
251964,Xiaoheng,Baaz,1964-07-06,1986-09-26,9999-01-01,Staff
251988,Adil,Morton,1962-10-14,1995-12-14,9999-01-01,Staff
251997,Youssef,Fargier,1963-09-23,1985-12-28,9999-01-01,Engineer
252019,Carrsten,Jullig,1963-06-28,1985-09-11,9999-01-01,Staff
252028,Dines,Pintelas,1964-01-06,1986-04-07,9999-01-01,Assistant Engineer
252030,Parke,Rotem,1962-02-19,1987-11-14,9999-01-01,Senior Engineer
252057,Shigenori,Danley,1962-11-13,1987-04-28,9999-01-01,Senior Engineer
252063,Lorien,Vieri,1964-07-21,1987-05-02,9999-01-01,Engineer
252069,Kazuhisa,Peac,1962-01-16,1991-01-19,9999-01-01,Senior Staff
252077,Mohammed,Erez,1963-01-21,1992-01-13,9999-01-01,Engineer
252095,Otilia,Impagliazzo,1963-08-28,1988-07-13,9999-01-01,Senior Staff
252101,Slavian,Welham,1962-05-28,1990-05-14,9999-01-01,Assistant Engineer
252102,Eben,Merel,1964-07-03,1998-09-05,9999-01-01,Engineer
252109,Nagui,Mapelli,1963-03-17,1987-06-08,9999-01-01,Engineer
252157,Girolamo,Streit,1963-06-16,1986-02-07,9999-01-01,Senior Engineer
252158,Yuguang,Scharstein,1963-01-14,1987-11-20,9999-01-01,Staff
252160,Golgen,Swiss,1964-07-03,1993-08-24,9999-01-01,Senior Engineer
252179,Basant,DasSarma,1962-08-21,1989-10-02,9999-01-01,Senior Staff
252185,Chaosheng,Conta,1965-01-01,1997-04-14,9999-01-01,Engineer
252192,Juichirou,Bahk,1964-11-03,1998-04-13,9999-01-01,Senior Engineer
252193,Christoper,Hoppenstand,1964-05-22,1987-05-04,9999-01-01,Senior Staff
252201,Shan,Itzfeldt,1962-11-15,1987-06-04,9999-01-01,Staff
252210,Leucio,Spieker,1963-10-07,1989-10-04,9999-01-01,Engineer
252211,Foong,Baaz,1963-03-01,1988-08-07,9999-01-01,Senior Staff
252213,Ortrud,Azadmanesh,1963-03-02,1997-01-25,9999-01-01,Staff
252219,Wanqing,Camarinopoulos,1964-07-09,1999-10-28,9999-01-01,Staff
252225,Malu,Callaway,1963-02-12,1987-01-29,9999-01-01,Staff
252232,Sukumar,Vigier,1962-05-31,1998-10-04,9999-01-01,Senior Engineer
252238,Huican,Nyrup,1964-10-20,1987-02-26,9999-01-01,Senior Staff
252239,Yuqun,Malinowski,1962-11-30,1987-01-28,9999-01-01,Engineer
252244,Brigham,Tagansky,1964-09-09,1985-07-21,9999-01-01,Engineer
252247,Oddvar,Snedden,1962-10-27,1998-10-04,9999-01-01,Staff
252264,Masami,Bondorf,1963-04-18,1985-12-18,9999-01-01,Staff
252276,Arun,Impagliazzo,1964-05-14,1986-07-25,9999-01-01,Engineer
252280,Fox,Heuser,1962-10-22,1985-05-23,9999-01-01,Senior Staff
252282,Gao,Peris,1964-10-24,1996-12-21,9999-01-01,Senior Engineer
252304,Keiichiro,Nitsche,1963-12-30,1998-03-05,9999-01-01,Engineer
252336,Tzvetan,Murtagh,1964-11-07,1987-11-08,9999-01-01,Senior Staff
252361,Hilari,Magalhaes,1963-08-20,1997-07-24,9999-01-01,Engineer
252365,Saniya,Koyama,1962-10-26,1988-07-27,9999-01-01,Senior Engineer
252367,Alagu,Roison,1962-09-29,1988-05-06,9999-01-01,Staff
252383,Roselyn,Socorro,1964-04-28,1987-05-28,9999-01-01,Engineer
252390,Abdulah,Kopetz,1962-06-13,1985-06-03,9999-01-01,Senior Engineer
252398,Trygve,Weiland,1962-11-13,1986-02-27,9999-01-01,Senior Staff
252404,Kersti,Sinitsyn,1963-11-29,1994-10-06,9999-01-01,Technique Leader
252413,Piyush,Kavraki,1964-07-06,1985-09-10,9999-01-01,Senior Staff
252421,Dipayan,Arlazarov,1964-07-30,1993-12-01,9999-01-01,Staff
252429,Serap,Bonifati,1964-12-28,1998-12-22,9999-01-01,Engineer
252436,Pranas,Oppitz,1964-02-25,1994-10-26,9999-01-01,Senior Staff
252444,Shahid,Akazan,1963-04-29,1988-11-08,9999-01-01,Senior Staff
252445,Wayne,Morrey,1964-07-14,1992-06-13,9999-01-01,Engineer
252448,Rayond,Homond,1962-03-13,1987-12-27,9999-01-01,Engineer
252456,Maja,Zyda,1963-10-05,1995-09-19,9999-01-01,Senior Engineer
252458,Uno,Luit,1962-03-23,1985-06-01,9999-01-01,Engineer
252468,Xuedong,Kinley,1964-03-12,1987-06-14,9999-01-01,Technique Leader
252472,Wuxu,Alblas,1962-01-25,1991-10-06,9999-01-01,Senior Staff
252480,Youjian,Bottner,1962-08-15,1985-04-17,9999-01-01,Senior Staff
252485,Ute,Spinelli,1963-08-26,1986-07-24,9999-01-01,Engineer
252505,Jaewon,Jahnichen,1962-08-30,1987-11-07,9999-01-01,Senior Engineer
252525,Rosalyn,Karcich,1963-02-24,1985-07-02,9999-01-01,Engineer
252527,Shahab,Woycyznski,1964-08-16,1985-09-10,9999-01-01,Engineer
252533,Zejun,Swiler,1962-12-10,1990-01-18,9999-01-01,Staff
252535,Bartek,Cummings,1962-02-09,1985-12-31,9999-01-01,Engineer
252536,Hyuckchul,Back,1963-06-17,1995-04-17,9999-01-01,Engineer
252537,Shuzo,Baba,1964-08-05,1991-04-11,9999-01-01,Engineer
252544,Kazuhito,Herber,1963-02-10,1997-06-08,9999-01-01,Engineer
252594,Cedric,Sethi,1962-09-21,1985-09-26,9999-01-01,Senior Staff
252606,Bangqing,Litzkow,1963-08-24,1988-09-03,9999-01-01,Assistant Engineer
252608,Sachar,Krider,1962-03-10,1999-01-11,9999-01-01,Senior Engineer
252609,Masaru,Garnier,1963-08-31,1988-08-27,9999-01-01,Senior Engineer
252616,Radhia,Brookman,1963-07-10,1985-09-07,9999-01-01,Senior Staff
252662,Kerhong,Lieberherr,1964-11-02,1994-12-12,9999-01-01,Senior Engineer
252681,Claudi,Erol,1963-04-06,1994-03-02,9999-01-01,Engineer
252711,Mark,Liedekerke,1963-02-14,1997-06-02,9999-01-01,Senior Engineer
252713,Mohua,Lamba,1963-08-08,1986-06-11,9999-01-01,Senior Staff
252721,Sanjay,Pena,1962-12-14,1988-09-06,9999-01-01,Engineer
252725,Ewing,Iisaku,1964-07-04,1986-11-04,9999-01-01,Senior Staff
252738,Arun,Panangaden,1964-07-17,1985-03-27,9999-01-01,Technique Leader
252744,Adil,Reinhard,1962-10-28,1988-01-30,9999-01-01,Engineer
252750,Miyeon,Remmers,1963-09-22,1996-09-08,9999-01-01,Engineer
252759,Teunis,Engberts,1962-04-07,1987-04-07,9999-01-01,Staff
252761,Luise,McAffer,1962-12-22,1986-02-26,9999-01-01,Senior Engineer
252775,Achilleas,Ulupinar,1963-07-03,1986-06-24,9999-01-01,Staff
252810,Arnd,Farris,1964-12-29,2002-03-28,9999-01-01,Senior Engineer
252821,Baoqiu,Zobel,1964-11-15,1988-03-18,9999-01-01,Senior Engineer
252827,Kensyu,Stenning,1964-10-27,1986-05-14,9999-01-01,Senior Staff
252835,Youngkon,Schahn,1963-05-13,1999-05-18,9999-01-01,Staff
252846,Bojan,Giarratana,1964-06-11,1985-06-02,9999-01-01,Senior Staff
252854,Girolamo,Heering,1964-01-30,1994-09-05,9999-01-01,Engineer
252860,Valery,Perry,1962-12-27,1986-11-23,9999-01-01,Senior Engineer
252869,Yifei,Begiun,1964-06-24,1997-03-04,9999-01-01,Technique Leader
252873,Feiyu,Glinert,1962-11-16,1986-12-05,9999-01-01,Senior Staff
252879,Billur,Oberman,1962-12-28,1996-12-01,9999-01-01,Staff
252892,Golgen,Makrucki,1963-09-16,1986-10-01,9999-01-01,Engineer
252900,Christoper,Berendt,1963-03-20,1990-01-16,9999-01-01,Engineer
252902,Jordanka,Serna,1964-09-05,1986-07-14,9999-01-01,Senior Engineer
252916,Zhensheng,Rosis,1962-03-29,1987-11-04,9999-01-01,Senior Staff
252925,Isaac,Fandrianto,1962-03-20,1987-09-28,9999-01-01,Technique Leader
252933,Lalit,Boissier,1964-12-10,1992-12-05,9999-01-01,Senior Staff
252945,Arif,Janocha,1963-01-11,1992-03-07,9999-01-01,Staff
252958,Neelam,Wilharm,1962-10-18,1987-04-26,9999-01-01,Staff
252968,Radhakrishnan,Rosti,1964-01-07,1989-10-28,9999-01-01,Senior Staff
252973,Ung,Poehlman,1962-03-22,1994-03-13,9999-01-01,Senior Staff
252981,Rajmohan,Servieres,1963-07-04,1985-03-04,9999-01-01,Engineer
252990,Kerryn,Brodal,1963-09-15,1988-08-14,9999-01-01,Engineer
253005,Hsiangchu,Apsitis,1962-03-01,1986-01-17,9999-01-01,Technique Leader
253021,Vitali,Bazzichi,1962-09-26,1988-01-07,9999-01-01,Senior Engineer
253022,Elvia,Boreale,1963-06-13,1985-04-05,9999-01-01,Senior Staff
253033,Chinya,Ernst,1963-08-15,1988-10-05,9999-01-01,Staff
253046,Volkmar,Rosiles,1962-08-05,1985-02-15,9999-01-01,Senior Staff
253050,Yannis,Conti,1964-07-09,1992-04-09,9999-01-01,Staff
253061,Masako,Camurati,1962-02-24,1987-08-24,9999-01-01,Senior Engineer
253062,Szabolcs,Baca,1962-09-22,1996-08-14,9999-01-01,Staff
253080,Nalini,Molenkamp,1963-12-10,1996-11-09,9999-01-01,Senior Staff
253133,Duro,Weiland,1964-09-14,1988-01-27,9999-01-01,Senior Engineer
253134,Sanjeeva,Aloia,1962-01-22,1987-11-15,9999-01-01,Senior Engineer
253159,Khue,Janetzko,1964-06-24,1986-05-05,9999-01-01,Senior Staff
253162,Rosalyn,Luby,1963-01-30,1986-01-29,9999-01-01,Senior Engineer
253171,Utpal,Rosiles,1962-01-04,1986-09-12,9999-01-01,Senior Engineer
253172,Chikara,Seghrouchni,1962-11-19,1990-10-08,9999-01-01,Technique Leader
253177,Kazuhiko,Ramsey,1964-04-13,1987-05-13,9999-01-01,Senior Engineer
253180,Quingbo,Lieblein,1963-02-09,1988-05-20,9999-01-01,Senior Staff
253205,Samphel,Hemaspaandra,1964-05-21,1986-09-15,9999-01-01,Technique Leader
253207,Baruch,Welham,1964-03-15,1989-10-21,9999-01-01,Senior Engineer
253220,Dzung,Sifakis,1962-12-07,1997-05-18,9999-01-01,Staff
253223,Rance,Marrakchi,1963-09-25,1997-09-04,9999-01-01,Assistant Engineer
253229,Basim,Morrow,1964-10-08,1989-03-14,9999-01-01,Senior Staff
253241,Terresa,Malinowski,1963-05-30,2000-07-10,9999-01-01,Engineer
253247,Lene,Kornyak,1964-05-11,1989-10-28,9999-01-01,Senior Staff
253301,Valeri,Dredge,1962-10-29,2002-05-22,9999-01-01,Staff
253302,Zeydy,Merey,1963-12-23,1991-04-05,9999-01-01,Staff
253303,Jongsuk,Vigier,1963-07-23,1996-12-03,9999-01-01,Senior Staff
253311,Somnath,Nishimukai,1964-07-21,1986-09-19,9999-01-01,Senior Engineer
253314,Candido,Mikschl,1962-08-20,1985-02-08,9999-01-01,Senior Engineer
253318,Zhonghua,Piazza,1962-04-12,1990-08-17,9999-01-01,Staff
